gene_name,gene_id,genome
ENSG00000234677,ENSG00000234677,hg38
ELF3-AS1,ENSG00000234678,hg38
VN2R3P,ENSG00000234680,hg38
VDAC2P4,ENSG00000234682,hg38
ENSG00000234683,ENSG00000234683,hg38
SDCBP2-AS1,ENSG00000234684,hg38
NUS1P2,ENSG00000234685,hg38
ENSG00000234686,ENSG00000234686,hg38
CACNG2-DT,ENSG00000234688,hg38
EPCAM-DT,ENSG00000234690,hg38
ENSG00000234692,ENSG00000234692,hg38
RIPOR3-AS1,ENSG00000234693,hg38
CDC20-DT,ENSG00000234694,hg38
TFPI2-DT,ENSG00000234695,hg38
GPR50-AS1,ENSG00000234696,hg38
ENSG00000234698,ENSG00000234698,hg38
ENSG00000234699,ENSG00000234699,hg38
MTCO1P8,ENSG00000234700,hg38
PRDX3P3,ENSG00000234701,hg38
VDAC1P3,ENSG00000234702,hg38
ENSG00000234703,ENSG00000234703,hg38
HMGA1P4,ENSG00000234705,hg38
PRUNEP1,ENSG00000234706,hg38
SEC61G-DT,ENSG00000234707,hg38
UPF3AP3,ENSG00000234709,hg38
ENSG00000234710,ENSG00000234710,hg38
TUBB8P11,ENSG00000234711,hg38
ENSG00000234712,ENSG00000234712,hg38
ENSG00000234713,ENSG00000234713,hg38
ENSG00000234714,ENSG00000234714,hg38
SLC26A5-AS1,ENSG00000234715,hg38
ENSG00000234716,ENSG00000234716,hg38
TMEM212-AS1,ENSG00000234717,hg38
ENSG00000234718,ENSG00000234718,hg38
NPIPB2,ENSG00000234719,hg38
ATP5F1AP8,ENSG00000234720,hg38
LINC02092,ENSG00000234721,hg38
LINC01287,ENSG00000234722,hg38
ENSG00000234723,ENSG00000234723,hg38
HDAC1P1,ENSG00000234724,hg38
ENSG00000234726,ENSG00000234726,hg38
ENSG00000234730,ENSG00000234730,hg38
MTND4LP16,ENSG00000234731,hg38
RPEP5,ENSG00000234732,hg38
ENSG00000234735,ENSG00000234735,hg38
FAM170B-AS1,ENSG00000234736,hg38
KRT18P15,ENSG00000234737,hg38
ENSG00000234740,ENSG00000234740,hg38
GAS5,ENSG00000234741,hg38
ENSG00000234742,ENSG00000234742,hg38
EIF5AP4,ENSG00000234743,hg38
USP9YP26,ENSG00000234744,hg38
HLA-B,ENSG00000234745,hg38
ENSG00000234748,ENSG00000234748,hg38
FAM90A21P,ENSG00000234749,hg38
ENSG00000234750,ENSG00000234750,hg38
ENSG00000234751,ENSG00000234751,hg38
LINC02676,ENSG00000234752,hg38
FOXP4-AS1,ENSG00000234753,hg38
LINC02817,ENSG00000234754,hg38
LINC02621,ENSG00000234756,hg38
ENSG00000234758,ENSG00000234758,hg38
MGAT4FP,ENSG00000234761,hg38
ENSG00000234763,ENSG00000234763,hg38
E2F6P1,ENSG00000234764,hg38
ELL2P3,ENSG00000234765,hg38
LINC01496,ENSG00000234766,hg38
LINC01052,ENSG00000234767,hg38
ENSG00000234768,ENSG00000234768,hg38
WASH4P,ENSG00000234769,hg38
GULOP,ENSG00000234770,hg38
SLC25A25-AS1,ENSG00000234771,hg38
LINC00412,ENSG00000234772,hg38
ENSG00000234773,ENSG00000234773,hg38
ENSG00000234775,ENSG00000234775,hg38
C11orf94,ENSG00000234776,hg38
LINC02529,ENSG00000234777,hg38
BNC2-AS1,ENSG00000234779,hg38
ENSG00000234780,ENSG00000234780,hg38
LINC01103,ENSG00000234781,hg38
TPT1P9,ENSG00000234782,hg38
ENSG00000234784,ENSG00000234784,hg38
EEF1GP5,ENSG00000234785,hg38
LINC00458,ENSG00000234787,hg38
HSPA8P3,ENSG00000234788,hg38
ENSG00000234789,ENSG00000234789,hg38
NUTF2P4,ENSG00000234790,hg38
ENSG00000234791,ENSG00000234791,hg38
ENSG00000234792,ENSG00000234792,hg38
ENSG00000234793,ENSG00000234793,hg38
RFTN1P1,ENSG00000234795,hg38
ENSG00000234796,ENSG00000234796,hg38
RPS3AP6,ENSG00000234797,hg38
PCMTD1P3,ENSG00000234800,hg38
MORF4,ENSG00000234801,hg38
FAM197Y2,ENSG00000234803,hg38
ENSG00000234805,ENSG00000234805,hg38
RPL26P29,ENSG00000234806,hg38
LINC01135,ENSG00000234807,hg38
ENSG00000234810,ENSG00000234810,hg38
ENSG00000234811,ENSG00000234811,hg38
ENSG00000234812,ENSG00000234812,hg38
ENSG00000234813,ENSG00000234813,hg38
SVIL2P,ENSG00000234814,hg38
H2AC5P,ENSG00000234816,hg38
ECI2-DT,ENSG00000234817,hg38
ENSG00000234818,ENSG00000234818,hg38
ENSG00000234819,ENSG00000234819,hg38
MRPS33P4,ENSG00000234821,hg38
XRCC6P2,ENSG00000234825,hg38
ENSG00000234826,ENSG00000234826,hg38
IQCM,ENSG00000234828,hg38
IFNA17,ENSG00000234829,hg38
FAM197Y9,ENSG00000234830,hg38
NXT1-AS1,ENSG00000234832,hg38
PHB1P13,ENSG00000234835,hg38
ENSG00000234837,ENSG00000234837,hg38
PPIAP78,ENSG00000234838,hg38
RPS26P30,ENSG00000234839,hg38
LINC01239,ENSG00000234840,hg38
ENSG00000234841,ENSG00000234841,hg38
MTCO2P16,ENSG00000234842,hg38
CDC42P2,ENSG00000234844,hg38
ENSG00000234848,ENSG00000234848,hg38
MTND2P3,ENSG00000234850,hg38
RPL23AP42,ENSG00000234851,hg38
NDUFA5P3,ENSG00000234853,hg38
LINC00676,ENSG00000234854,hg38
SLIT1-AS1,ENSG00000234855,hg38
HNRNPUL2-BSCL2,ENSG00000234857,hg38
ENSG00000234859,ENSG00000234859,hg38
ENSG00000234860,ENSG00000234860,hg38
ATP5F1AP1,ENSG00000234861,hg38
ENSG00000234862,ENSG00000234862,hg38
ENSG00000234863,ENSG00000234863,hg38
LINC02632,ENSG00000234864,hg38
ADH5P5,ENSG00000234865,hg38
LINC02925,ENSG00000234869,hg38
ENSG00000234872,ENSG00000234872,hg38
ENSG00000234877,ENSG00000234877,hg38
HSPE1P1,ENSG00000234878,hg38
LINC00163,ENSG00000234880,hg38
PIGFP2,ENSG00000234881,hg38
EIF3EP1,ENSG00000234882,hg38
MIR155HG,ENSG00000234883,hg38
GRK3-AS1,ENSG00000234884,hg38
MTND5P26,ENSG00000234886,hg38
OFD1P15Y,ENSG00000234888,hg38
KPNB1P1,ENSG00000234889,hg38
HNRNPDLP2,ENSG00000234890,hg38
ENSG00000234891,ENSG00000234891,hg38
ENSG00000234892,ENSG00000234892,hg38
ENSG00000234894,ENSG00000234894,hg38
OR52X1P,ENSG00000234895,hg38
OR7E62P,ENSG00000234896,hg38
CHEK2P3,ENSG00000234898,hg38
SOX9-AS1,ENSG00000234899,hg38
ENSG00000234900,ENSG00000234900,hg38
MTND6P13,ENSG00000234901,hg38
ENSG00000234902,ENSG00000234902,hg38
ENSG00000234903,ENSG00000234903,hg38
APOC2,ENSG00000234906,hg38
ENSG00000234907,ENSG00000234907,hg38
IL6RP1,ENSG00000234910,hg38
TEX21P,ENSG00000234911,hg38
SNHG20,ENSG00000234912,hg38
ENSG00000234913,ENSG00000234913,hg38
ENSG00000234915,ENSG00000234915,hg38
ENSG00000234917,ENSG00000234917,hg38
ENSG00000234918,ENSG00000234918,hg38
LINC01827,ENSG00000234919,hg38
ENSG00000234921,ENSG00000234921,hg38
TSEN15P3,ENSG00000234922,hg38
ATP5PDP4,ENSG00000234925,hg38
HMGN1P18,ENSG00000234927,hg38
LINC01659,ENSG00000234928,hg38
ENSG00000234929,ENSG00000234929,hg38
MARK2P15,ENSG00000234931,hg38
ENSG00000234932,ENSG00000234932,hg38
CDC42P1,ENSG00000234933,hg38
MTND5P29,ENSG00000234934,hg38
ENSG00000234936,ENSG00000234936,hg38
ENSG00000234937,ENSG00000234937,hg38
ENSG00000234938,ENSG00000234938,hg38
MTND2P18,ENSG00000234939,hg38
ENSG00000234940,ENSG00000234940,hg38
ENSG00000234941,ENSG00000234941,hg38
GRID1-AS1,ENSG00000234942,hg38
ENSG00000234943,ENSG00000234943,hg38
LINC02623,ENSG00000234944,hg38
GTF3C2-AS1,ENSG00000234945,hg38
SDHCP3,ENSG00000234946,hg38
LINC01524,ENSG00000234948,hg38
RAB17-DT,ENSG00000234949,hg38
RBMY2OP,ENSG00000234950,hg38
LINC02674,ENSG00000234952,hg38
ENSG00000234953,ENSG00000234953,hg38
LINC02539,ENSG00000234956,hg38
FABP5P13,ENSG00000234958,hg38
ENSG00000234961,ENSG00000234961,hg38
LINC00700,ENSG00000234962,hg38
FABP5P7,ENSG00000234964,hg38
SHISA8,ENSG00000234965,hg38
ENSG00000234967,ENSG00000234967,hg38
AARSD1P1,ENSG00000234969,hg38
LINC02658,ENSG00000234973,hg38
FTH1P2,ENSG00000234975,hg38
ENSG00000234977,ENSG00000234977,hg38
ENSG00000234979,ENSG00000234979,hg38
RPL7AP20,ENSG00000234981,hg38
RPL7AP47,ENSG00000234982,hg38
ENSG00000234983,ENSG00000234983,hg38
FMO10P,ENSG00000234984,hg38
ENSG00000234985,ENSG00000234985,hg38
ENSG00000234986,ENSG00000234986,hg38
LINC01849,ENSG00000234988,hg38
CUBNP2,ENSG00000234993,hg38
RPS3AP28,ENSG00000234995,hg38
ACTG1P25,ENSG00000234996,hg38
LINC02966,ENSG00000234997,hg38
ENSG00000234998,ENSG00000234998,hg38
SNRPCP19,ENSG00000234999,hg38
EIF4A1P2,ENSG00000235001,hg38
ENSG00000235002,ENSG00000235002,hg38
USP9YP30,ENSG00000235004,hg38
ENSG00000235005,ENSG00000235005,hg38
ENSG00000235007,ENSG00000235007,hg38
ENSG00000235008,ENSG00000235008,hg38
LINC01883,ENSG00000235009,hg38
JAKMIP3-AS1,ENSG00000235010,hg38
ENSG00000235011,ENSG00000235011,hg38
JCADP1,ENSG00000235012,hg38
COX20P2,ENSG00000235013,hg38
REREP2Y,ENSG00000235014,hg38
GEMIN2P1,ENSG00000235015,hg38
SEMA3F-AS1,ENSG00000235016,hg38
ENSG00000235018,ENSG00000235018,hg38
ENSG00000235020,ENSG00000235020,hg38
ENSG00000235021,ENSG00000235021,hg38
ENSG00000235023,ENSG00000235023,hg38
CDK5R2-AS1,ENSG00000235024,hg38
DPP10-AS1,ENSG00000235026,hg38
PRADX,ENSG00000235027,hg38
HMGN1P30,ENSG00000235028,hg38
MNX1-AS2,ENSG00000235029,hg38
BMP7-AS1,ENSG00000235032,hg38
DAAM2-AS1,ENSG00000235033,hg38
C19orf81,ENSG00000235034,hg38
ENSG00000235035,ENSG00000235035,hg38
ENSG00000235036,ENSG00000235036,hg38
ENSG00000235038,ENSG00000235038,hg38
MTND6P12,ENSG00000235039,hg38
MTCO3P1,ENSG00000235040,hg38
SMARCAL1-AS1,ENSG00000235042,hg38
TECRP1,ENSG00000235043,hg38
PPIAP3,ENSG00000235044,hg38
RPL7P8,ENSG00000235045,hg38
ENSG00000235047,ENSG00000235047,hg38
LINC00940,ENSG00000235049,hg38
MLIP-AS1,ENSG00000235050,hg38
ENSG00000235051,ENSG00000235051,hg38
ENSG00000235052,ENSG00000235052,hg38
LINC01777,ENSG00000235054,hg38
ENSG00000235055,ENSG00000235055,hg38
ENSG00000235056,ENSG00000235056,hg38
ZMYND10-AS1,ENSG00000235058,hg38
ENSG00000235059,ENSG00000235059,hg38
VDAC1P4,ENSG00000235060,hg38
UBE2V1P7,ENSG00000235061,hg38
BCRP5,ENSG00000235062,hg38
SLC25A5P2,ENSG00000235064,hg38
RPL24P2,ENSG00000235065,hg38
ENSG00000235066,ENSG00000235066,hg38
ENSG00000235069,ENSG00000235069,hg38
ENSG00000235070,ENSG00000235070,hg38
ENSG00000235071,ENSG00000235071,hg38
ARNILA,ENSG00000235072,hg38
GAPDHP52,ENSG00000235076,hg38
ENSG00000235077,ENSG00000235077,hg38
ENSG00000235078,ENSG00000235078,hg38
ZRANB2-AS1,ENSG00000235079,hg38
MTND5P23,ENSG00000235080,hg38
ENSG00000235081,ENSG00000235081,hg38
SUMO1P3,ENSG00000235082,hg38
ENSG00000235083,ENSG00000235083,hg38
CHCHD2P6,ENSG00000235084,hg38
ENSG00000235085,ENSG00000235085,hg38
FNDC1-IT1,ENSG00000235086,hg38
ENSG00000235088,ENSG00000235088,hg38
ENSG00000235089,ENSG00000235089,hg38
RPL7L1P3,ENSG00000235090,hg38
ENSG00000235091,ENSG00000235091,hg38
ID2-AS1,ENSG00000235092,hg38
ENSG00000235094,ENSG00000235094,hg38
ENSG00000235095,ENSG00000235095,hg38
ENSG00000235096,ENSG00000235096,hg38
LINC00330,ENSG00000235097,hg38
ANKRD65,ENSG00000235098,hg38
ENSG00000235099,ENSG00000235099,hg38
ENSG00000235100,ENSG00000235100,hg38
SETP9,ENSG00000235101,hg38
ADI1P1,ENSG00000235102,hg38
ENSG00000235105,ENSG00000235105,hg38
BRD3OS,ENSG00000235106,hg38
IFNA12P,ENSG00000235108,hg38
ZSCAN31,ENSG00000235109,hg38
ENSG00000235110,ENSG00000235110,hg38
ENSG00000235111,ENSG00000235111,hg38
HSPE1P27,ENSG00000235112,hg38
ENSG00000235113,ENSG00000235113,hg38
CHCHD2P8,ENSG00000235115,hg38
FAM237A,ENSG00000235118,hg38
ENSG00000235119,ENSG00000235119,hg38
BSN-AS1,ENSG00000235120,hg38
ENSG00000235121,ENSG00000235121,hg38
ENSG00000235122,ENSG00000235122,hg38
DSCAM-AS1,ENSG00000235123,hg38
KRT8P17,ENSG00000235124,hg38
ENSG00000235126,ENSG00000235126,hg38
ENSG00000235127,ENSG00000235127,hg38
ENSG00000235128,ENSG00000235128,hg38
FABP7P2,ENSG00000235129,hg38
TP73-AS2,ENSG00000235131,hg38
RPL35AP22,ENSG00000235133,hg38
PSMA5P1,ENSG00000235136,hg38
HSP90AB6P,ENSG00000235137,hg38
ENSG00000235138,ENSG00000235138,hg38
LINC03017,ENSG00000235139,hg38
ENSG00000235140,ENSG00000235140,hg38
COX6CP17,ENSG00000235141,hg38
LINC02532,ENSG00000235142,hg38
ENSG00000235143,ENSG00000235143,hg38
RPSAP16,ENSG00000235145,hg38
ENSG00000235146,ENSG00000235146,hg38
ENSG00000235147,ENSG00000235147,hg38
HMGB3P23,ENSG00000235148,hg38
ENSG00000235149,ENSG00000235149,hg38
RCBTB2P1,ENSG00000235150,hg38
ENSG00000235151,ENSG00000235151,hg38
ENSG00000235152,ENSG00000235152,hg38
ENSG00000235154,ENSG00000235154,hg38
TMEM30CP,ENSG00000235156,hg38
ENSG00000235158,ENSG00000235158,hg38
LINC02939,ENSG00000235159,hg38
LINC02248,ENSG00000235160,hg38
C12orf75,ENSG00000235162,hg38
RPL7AP81,ENSG00000235163,hg38
CDK5P1,ENSG00000235165,hg38
LINC01440,ENSG00000235166,hg38
ENSG00000235168,ENSG00000235168,hg38
SMIM1,ENSG00000235169,hg38
MTND1P31,ENSG00000235170,hg38
LINC01366,ENSG00000235172,hg38
HGH1,ENSG00000235173,hg38
RPL39P3,ENSG00000235174,hg38
RPL26P37,ENSG00000235175,hg38
LINC00601,ENSG00000235180,hg38
ENSG00000235181,ENSG00000235181,hg38
ENSG00000235182,ENSG00000235182,hg38
SRP14P3,ENSG00000235183,hg38
MICOS10-DT,ENSG00000235185,hg38
ENSG00000235186,ENSG00000235186,hg38
ENSG00000235189,ENSG00000235189,hg38
ENSG00000235190,ENSG00000235190,hg38
NUCB1-AS1,ENSG00000235191,hg38
ENSG00000235192,ENSG00000235192,hg38
PPP1R3E,ENSG00000235194,hg38
ENSG00000235196,ENSG00000235196,hg38
ZNF33CP,ENSG00000235197,hg38
ENSG00000235198,ENSG00000235198,hg38
CYP2C58P,ENSG00000235199,hg38
LINC01702,ENSG00000235200,hg38
LINC02578,ENSG00000235201,hg38
LINC01525,ENSG00000235202,hg38
TBC1D3P3,ENSG00000235203,hg38
ENSG00000235204,ENSG00000235204,hg38
TATDN2P3,ENSG00000235205,hg38
TUBBP6,ENSG00000235207,hg38
RPL7AP13,ENSG00000235208,hg38
ENSG00000235209,ENSG00000235209,hg38
TMSB10P2,ENSG00000235211,hg38
OR6E1P,ENSG00000235213,hg38
FAM83C-AS1,ENSG00000235214,hg38
ENSG00000235215,ENSG00000235215,hg38
TSPY26P,ENSG00000235217,hg38
DNAJC17P1,ENSG00000235218,hg38
ENSG00000235219,ENSG00000235219,hg38
LINC00383,ENSG00000235221,hg38
ENSG00000235224,ENSG00000235224,hg38
RPL31P17,ENSG00000235225,hg38
ENSG00000235226,ENSG00000235226,hg38
VN1R38P,ENSG00000235227,hg38
MRPS18BP2,ENSG00000235232,hg38
IGKV1OR2-1,ENSG00000235235,hg38
ENSG00000235236,ENSG00000235236,hg38
ENSG00000235237,ENSG00000235237,hg38
SUMO2P1,ENSG00000235238,hg38
ACTRT1P1,ENSG00000235239,hg38
ENSG00000235240,ENSG00000235240,hg38
ENSG00000235241,ENSG00000235241,hg38
ENSG00000235242,ENSG00000235242,hg38
ENSG00000235243,ENSG00000235243,hg38
DANT2,ENSG00000235244,hg38
ENSG00000235246,ENSG00000235246,hg38
OR13C1P,ENSG00000235248,hg38
ENSG00000235251,ENSG00000235251,hg38
EEF1A1P50,ENSG00000235253,hg38
TMEM185AP1,ENSG00000235254,hg38
FKBP4P7,ENSG00000235256,hg38
ITGA9-AS1,ENSG00000235257,hg38
NDUFB4P6,ENSG00000235258,hg38
KDM5C-IT1,ENSG00000235262,hg38
ENSG00000235263,ENSG00000235263,hg38
RPL5P28,ENSG00000235264,hg38
RPL22P17,ENSG00000235266,hg38
ENSG00000235267,ENSG00000235267,hg38
KDM4E,ENSG00000235268,hg38
LINC02331,ENSG00000235269,hg38
ENSG00000235271,ENSG00000235271,hg38
RAMACL,ENSG00000235272,hg38
ENSG00000235274,ENSG00000235274,hg38
KRT18P16,ENSG00000235275,hg38
ENSG00000235277,ENSG00000235277,hg38
ZNF652P1,ENSG00000235278,hg38
ENSG00000235279,ENSG00000235279,hg38
MCF2L-AS1,ENSG00000235280,hg38
ENSG00000235281,ENSG00000235281,hg38
DYNLL1P3,ENSG00000235282,hg38
SNORD62A,ENSG00000235284,hg38
SMIM2-IT1,ENSG00000235285,hg38
ENSG00000235286,ENSG00000235286,hg38
ENSG00000235288,ENSG00000235288,hg38
BRD7P6,ENSG00000235289,hg38
HLA-W,ENSG00000235290,hg38
ENSG00000235292,ENSG00000235292,hg38
ENSG00000235293,ENSG00000235293,hg38
RPL7AP25,ENSG00000235294,hg38
LINC01634,ENSG00000235295,hg38
ENSG00000235296,ENSG00000235296,hg38
FAUP1,ENSG00000235297,hg38
HNRNPK-AS1,ENSG00000235298,hg38
MRPL53P1,ENSG00000235299,hg38
SKAP1-AS2,ENSG00000235300,hg38
HLA-Z,ENSG00000235301,hg38
ENSG00000235303,ENSG00000235303,hg38
LINC01281,ENSG00000235304,hg38
GAPDHP34,ENSG00000235306,hg38
ENSG00000235308,ENSG00000235308,hg38
GXYLT1P6,ENSG00000235310,hg38
KRTAP19-10P,ENSG00000235312,hg38
HM13-IT1,ENSG00000235313,hg38
LINC00957,ENSG00000235314,hg38
RPL23AP69,ENSG00000235315,hg38
DUSP8P5,ENSG00000235316,hg38
MTND4LP13,ENSG00000235318,hg38
ENSG00000235319,ENSG00000235319,hg38
ENSG00000235321,ENSG00000235321,hg38
COTL1P2,ENSG00000235323,hg38
SRSF3P5,ENSG00000235325,hg38
ENSG00000235328,ENSG00000235328,hg38
ENSG00000235329,ENSG00000235329,hg38
RPL12P25,ENSG00000235330,hg38
RPSAP76,ENSG00000235332,hg38
PVRIG2P,ENSG00000235333,hg38
BTG3P1,ENSG00000235334,hg38
B3GALT1-AS1,ENSG00000235335,hg38
ENSG00000235337,ENSG00000235337,hg38
DUSP5P2,ENSG00000235338,hg38
GEMIN2P2,ENSG00000235339,hg38
LINC01665,ENSG00000235343,hg38
ENSG00000235347,ENSG00000235347,hg38
ENSG00000235349,ENSG00000235349,hg38
ENSG00000235350,ENSG00000235350,hg38
ENSG00000235351,ENSG00000235351,hg38
SGCEP1,ENSG00000235352,hg38
RPS29P16,ENSG00000235354,hg38
ENSG00000235356,ENSG00000235356,hg38
LINC01621,ENSG00000235357,hg38
SCMH1-DT,ENSG00000235358,hg38
ABR-AS1,ENSG00000235361,hg38
SNRPGP10,ENSG00000235363,hg38
LINC01055,ENSG00000235366,hg38
SAPCD2P2,ENSG00000235368,hg38
RPL36AP15,ENSG00000235369,hg38
DNM1P51,ENSG00000235370,hg38
ENSG00000235371,ENSG00000235371,hg38
SSR4P1,ENSG00000235374,hg38
RPEL1,ENSG00000235376,hg38
ENSG00000235377,ENSG00000235377,hg38
MRPS10P1,ENSG00000235378,hg38
RPL7P31,ENSG00000235379,hg38
ENSG00000235381,ENSG00000235381,hg38
MTND4P31,ENSG00000235382,hg38
LINC02154,ENSG00000235385,hg38
ENSG00000235386,ENSG00000235386,hg38
SPAAR,ENSG00000235387,hg38
ENSG00000235389,ENSG00000235389,hg38
ENSG00000235390,ENSG00000235390,hg38
EPN2-AS1,ENSG00000235397,hg38
ENSG00000235399,ENSG00000235399,hg38
ENSG00000235400,ENSG00000235400,hg38
ENSG00000235403,ENSG00000235403,hg38
CYMP-AS1,ENSG00000235407,hg38
SNORA71B,ENSG00000235408,hg38
ENSG00000235410,ENSG00000235410,hg38
DRG1P1,ENSG00000235411,hg38
TTTY4B,ENSG00000235412,hg38
KRT18P63,ENSG00000235413,hg38
RPSAP24,ENSG00000235414,hg38
ENSG00000235415,ENSG00000235415,hg38
TIPINP1,ENSG00000235416,hg38
ENSG00000235419,ENSG00000235419,hg38
RPL29P30,ENSG00000235420,hg38
ENSG00000235421,ENSG00000235421,hg38
KATNBL1P3,ENSG00000235422,hg38
SUMO2P10,ENSG00000235424,hg38
RPS7P13,ENSG00000235425,hg38
ENSG00000235426,ENSG00000235426,hg38
ENSG00000235427,ENSG00000235427,hg38
ENSG00000235429,ENSG00000235429,hg38
ZSWIM5P1,ENSG00000235430,hg38
ENSG00000235431,ENSG00000235431,hg38
ENSG00000235432,ENSG00000235432,hg38
MTATP6P17,ENSG00000235433,hg38
RNF186-AS1,ENSG00000235434,hg38
ENSG00000235435,ENSG00000235435,hg38
DPY19L2P4,ENSG00000235436,hg38
LINC01278,ENSG00000235437,hg38
ESRRAP2,ENSG00000235438,hg38
RPS2P15,ENSG00000235440,hg38
PSMB3P2,ENSG00000235444,hg38
ENSG00000235445,ENSG00000235445,hg38
LINC02791,ENSG00000235446,hg38
TRAPPC13P1,ENSG00000235447,hg38
LURAP1L-AS1,ENSG00000235448,hg38
ENSG00000235449,ENSG00000235449,hg38
ENSG00000235450,ENSG00000235450,hg38
PNPLA4P1,ENSG00000235451,hg38
SMIM27,ENSG00000235453,hg38
HAUS6P3,ENSG00000235454,hg38
IQCF5-AS1,ENSG00000235455,hg38
RPS26P31,ENSG00000235459,hg38
ENSG00000235461,ENSG00000235461,hg38
TAB3P1,ENSG00000235462,hg38
ENSG00000235463,ENSG00000235463,hg38
ENSG00000235464,ENSG00000235464,hg38
RPL10AP5,ENSG00000235467,hg38
MRPL50P4,ENSG00000235469,hg38
NEURL1-AS1,ENSG00000235470,hg38
EIF4A1P7,ENSG00000235472,hg38
LINC01664,ENSG00000235478,hg38
RAB9AP4,ENSG00000235479,hg38
ENSG00000235480,ENSG00000235480,hg38
UBE2R2-AS1,ENSG00000235481,hg38
RPL21P135,ENSG00000235482,hg38
GYG2-AS1,ENSG00000235483,hg38
ENSG00000235485,ENSG00000235485,hg38
ANAPC1P6,ENSG00000235486,hg38
JARID2-AS1,ENSG00000235488,hg38
DBF4P1,ENSG00000235489,hg38
LINC01889,ENSG00000235491,hg38
LINC01221,ENSG00000235492,hg38
LINC01967,ENSG00000235493,hg38
ENSG00000235494,ENSG00000235494,hg38
ENSG00000235495,ENSG00000235495,hg38
LINC02923,ENSG00000235497,hg38
ENSG00000235499,ENSG00000235499,hg38
SNX19P2,ENSG00000235500,hg38
CNN3-DT,ENSG00000235501,hg38
ENSG00000235503,ENSG00000235503,hg38
CASP4LP,ENSG00000235505,hg38
RPS2P7,ENSG00000235508,hg38
ENSG00000235510,ENSG00000235510,hg38
OFD1P18Y,ENSG00000235511,hg38
TAB3-AS2,ENSG00000235512,hg38
L3MBTL2-AS1,ENSG00000235513,hg38
LLPHP2,ENSG00000235514,hg38
ENSG00000235518,ENSG00000235518,hg38
LINC01815,ENSG00000235519,hg38
USP9YP27,ENSG00000235521,hg38
ENSG00000235522,ENSG00000235522,hg38
ENSG00000235523,ENSG00000235523,hg38
MTCO1P23,ENSG00000235524,hg38
FTLP1,ENSG00000235525,hg38
ENSG00000235526,ENSG00000235526,hg38
HIPK1-AS1,ENSG00000235527,hg38
AGAP1-IT1,ENSG00000235529,hg38
TMEM11-DT,ENSG00000235530,hg38
MSC-AS1,ENSG00000235531,hg38
LINC00402,ENSG00000235532,hg38
ENSG00000235533,ENSG00000235533,hg38
FECHP1,ENSG00000235534,hg38
TRDN-AS1,ENSG00000235535,hg38
ENSG00000235537,ENSG00000235537,hg38
ENSG00000235538,ENSG00000235538,hg38
MTND1P33,ENSG00000235539,hg38
RPS11P1,ENSG00000235544,hg38
DOCK7-DT,ENSG00000235545,hg38
ENSG00000235546,ENSG00000235546,hg38
NDUFB11P1,ENSG00000235547,hg38
HEBP2P1,ENSG00000235548,hg38
EIF1P2,ENSG00000235549,hg38
ANKRD26P2,ENSG00000235550,hg38
RPL6P27,ENSG00000235552,hg38
SRSF6P2,ENSG00000235554,hg38
SUMO1P4,ENSG00000235555,hg38
GUSBP17,ENSG00000235558,hg38
NOP56P1,ENSG00000235559,hg38
ZNF747-DT,ENSG00000235560,hg38
ENSG00000235563,ENSG00000235563,hg38
ENSG00000235564,ENSG00000235564,hg38
NFAM1,ENSG00000235568,hg38
LINC00533,ENSG00000235570,hg38
SNX18P14,ENSG00000235571,hg38
ENSG00000235572,ENSG00000235572,hg38
ENSG00000235573,ENSG00000235573,hg38
ENSG00000235574,ENSG00000235574,hg38
ENSG00000235575,ENSG00000235575,hg38
LINC01871,ENSG00000235576,hg38
ENSG00000235578,ENSG00000235578,hg38
RPL38P5,ENSG00000235579,hg38
ENSG00000235581,ENSG00000235581,hg38
ENSG00000235582,ENSG00000235582,hg38
ENSG00000235583,ENSG00000235583,hg38
ENSG00000235584,ENSG00000235584,hg38
ENSG00000235586,ENSG00000235586,hg38
GAPDHP65,ENSG00000235587,hg38
GNAS-AS1,ENSG00000235590,hg38
ENSG00000235592,ENSG00000235592,hg38
RBMS3-AS1,ENSG00000235593,hg38
ENSG00000235594,ENSG00000235594,hg38
GAPDHP23,ENSG00000235595,hg38
LINC01102,ENSG00000235597,hg38
RRM2P4,ENSG00000235598,hg38
BARX1-DT,ENSG00000235601,hg38
POU5F1P3,ENSG00000235602,hg38
ENSG00000235605,ENSG00000235605,hg38
AK4P6,ENSG00000235606,hg38
NKX1-1,ENSG00000235608,hg38
ENSG00000235609,ENSG00000235609,hg38
ENSG00000235610,ENSG00000235610,hg38
ENSG00000235612,ENSG00000235612,hg38
NSRP1P1,ENSG00000235613,hg38
ENSG00000235615,ENSG00000235615,hg38
ST13P2,ENSG00000235616,hg38
ENSG00000235617,ENSG00000235617,hg38
FAM21EP,ENSG00000235618,hg38
RPL36AP33,ENSG00000235619,hg38
ENSG00000235620,ENSG00000235620,hg38
LINC00494,ENSG00000235621,hg38
OR7E110P,ENSG00000235623,hg38
ENSG00000235625,ENSG00000235625,hg38
KRT18P66,ENSG00000235626,hg38
SNRPFP4,ENSG00000235627,hg38
TNR-IT1,ENSG00000235628,hg38
LINC02922,ENSG00000235629,hg38
RNF148,ENSG00000235631,hg38
ENSG00000235635,ENSG00000235635,hg38
NUS1P1,ENSG00000235636,hg38
ENSG00000235637,ENSG00000235637,hg38
MTND6P14,ENSG00000235638,hg38
